OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
CALSPHERE 1,1964-063C,2026-09-09T23:53:41.187840,13.76699909,.00271871,90.2174,73.7352,39.2496,58.4714,0,U,900,999,8309,.44611127E-3,.448E-5,0
CALSPHERE 2,1964-063E,2026-09-09T18:54:56.129760,13.52906060,.00181232,90.2288,77.7862,347.9351,71.7915,0,U,902,999,86770,.72955973E-4,.57E-6,0
LCS 1,1965-034C,2026-09-09T09:17:35.395008,9.89310648,.0011311,32.1461,337.1088,60.3377,299.8245,0,U,1361,999,21822,.88827562E-3,.15E-6,0
TEMPSAT 1,1965-065E,2026-09-10T05:18:33.159168,13.33598189,.00702243,90.0051,212.6082,11.5052,54.8324,0,U,1512,999,97138,.31184947E-4,.24E-6,0
CALSPHERE 4A,1965-065H,2026-09-10T01:40:24.944160,13.36290420,.00682537,89.8912,121.6351,223.2133,236.8821,0,U,1520,999,97404,.16098971E-3,.93E-6,0
OPS 5712 (P/L 160),1967-053A,2026-09-10T05:48:57.729312,14.78669037,.00041913,69.9165,189.6546,274.3525,85.7145,0,U,2826,999,7880,.78289628E-3,.5674E-4,0
LES-5,1967-066E,2026-09-10T01:40:05.308896,1.09425894,.00518507,2.8148,93.8897,214.6617,349.0261,0,U,2866,999,13196,0,-.116E-5,0
SURCAL 159,1967-053F,2026-09-09T22:01:48.427968,13.99618953,.0007259,69.9745,178.3709,342.8979,17.1883,0,U,2872,999,2206,.53197E-4,.24E-6,0
OPS 5712 (P/L 153),1967-053H,2026-09-10T06:23:38.628384,13.96838659,.00045048,69.9731,292.9447,81.1193,279.0422,0,U,2874,999,1867,.52518196E-4,.2E-6,0
RIGIDSPHERE 2 (LCS 4),1971-067E,2026-09-10T05:31:58.807200,14.37952498,.00578768,87.6222,315.2072,312.0913,47.5372,0,U,5398,999,88610,.12502242E-3,.402E-5,0
OSCAR 7 (AO-7),1974-089B,2026-09-09T23:15:33.130944,12.53699517,.00120814,101.9922,267.1023,331.0083,95.7615,0,U,7530,999,37114,.13092732E-3,-.26E-6,0
STARLETTE,1975-010A,2026-09-10T04:18:08.715456,13.82351579,.0205663,49.8233,129.1177,343.8258,15.6136,0,U,7646,999,60629,.14963456E-4,-.124E-5,0
LAGEOS 1,1976-039A,2026-09-09T09:20:38.224320,6.38664803,.00446144,109.8158,208.1508,284.2192,232.9251,0,U,8820,999,91851,0,-.9E-7,0
PHASE 3B (AO-10),1983-058B,2026-09-03T01:15:10.727136,2.05870144,.5985571,25.9715,206.8146,137.0259,289.6643,0,U,14129,999,29709,0,-.9E-7,0
UOSAT 2 (UO-11),1984-021B,2026-09-10T02:56:43.404576,14.90980565,.00060211,97.8160,217.8028,262.5004,97.5531,0,U,14781,999,26978,.12448344E-3,.1174E-4,0
AJISAI (EGS),1986-061A,2026-09-10T06:16:15.674592,12.44517397,.00112983,50.0073,245.7958,36.9995,34.9054,0,U,16908,999,49098,.14499821E-4,-.95E-6,0
TDRS 3,1988-091B,2026-09-10T01:47:57.053760,1.00275864,.00385365,12.5391,340.4332,352.2758,354.5400,0,U,19548,999,12623,0,-.312E-5,0
