OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
CALSPHERE 1,1964-063C,2026-07-14T03:40:58.091232,13.76650180,.0023845,90.2211,72.4030,207.4401,317.7173,0,U,900,999,7513,.38781E-3,.39E-5,0
CALSPHERE 2,1964-063E,2026-07-14T02:44:45.824064,13.52902343,.0019634,90.2346,76.4390,144.0507,345.9192,0,U,902,999,85990,.3613E-4,.33E-6,0
LCS 1,1965-034C,2026-07-14T03:11:10.654080,9.89310697,.0012368,32.1398,113.0407,218.4238,141.5379,0,U,1361,999,21255,-.74466E-3,.3E-7,0
TEMPSAT 1,1965-065E,2026-07-14T01:43:13.005984,13.33595535,.0069977,89.9977,212.5949,171.5448,245.2253,0,U,1512,999,96363,.56744E-4,.38E-6,0
CALSPHERE 4A,1965-065H,2026-07-14T04:35:02.711904,13.36283025,.0071338,89.8989,122.2223,28.8053,81.3596,0,U,1520,999,96631,.10462E-3,.64E-6,0
OPS 5712 (P/L 160),1967-053A,2026-07-14T02:54:58.108032,14.78066258,.0002048,69.9178,332.2586,302.8602,57.2349,0,U,2826,999,7021,.53169E-3,.3772E-4,0
LES-5,1967-066E,2026-07-13T19:22:45.020064,1.09425135,.0051416,2.6835,95.5777,214.4217,75.6139,0,U,2866,999,13132,0,-.53E-6,0
SURCAL 159,1967-053F,2026-07-13T17:51:18.980352,13.99608466,.0004293,69.9753,303.6419,75.0274,285.1308,0,U,2872,999,1392,.41691E-4,.7E-7,0
OPS 5712 (P/L 153),1967-053H,2026-07-14T01:09:40.660128,13.96832173,.0006911,69.9735,57.7320,181.8931,178.2150,0,U,2874,999,1054,.59713E-4,.3E-6,0
RIGIDSPHERE 2 (LCS 4),1971-067E,2026-07-14T02:58:19.624800,14.37901120,.0061416,87.6236,331.3284,141.8778,218.6790,0,U,5398,999,87775,.12181E-3,.394E-5,0
OSCAR 7 (AO-7),1974-089B,2026-07-14T00:52:32.907072,12.53698534,.0012657,101.9905,208.5629,80.4928,348.4864,0,U,7530,999,36388,.99893E-4,-.3E-6,0
STARLETTE,1975-010A,2026-07-14T04:49:26.076000,13.82350656,.020569,49.8252,357.9631,152.3136,208.8887,0,U,7646,999,59827,-.10461E-5,-.145E-5,0
LAGEOS 1,1976-039A,2026-07-14T04:09:55.100160,6.38664673,.0044664,109.8044,188.5692,296.4751,82.8464,0,U,8820,999,91486,0,.7E-7,0
PHASE 3B (AO-10),1983-058B,2026-07-13T02:29:46.528800,2.05872336,.60022234,25.9345,215.2934,122.7887,309.2966,0,U,14129,999,29602,0,-.187E-5,0
