OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
CALSPHERE 1,1964-063C,2026-08-23T19:48:34.738848,13.76684889,.00279911,90.2176,73.3421,87.3892,285.0988,0,U,900,999,8073,.4703214E-3,.472E-5,0
CALSPHERE 2,1964-063E,2026-08-23T13:20:10.972320,13.52904604,.00197948,90.2294,77.3870,36.7820,22.9773,0,U,902,999,86537,.45779431E-4,.39E-6,0
LCS 1,1965-034C,2026-08-23T19:50:37.878720,9.89310643,.00117411,32.1461,16.4225,1.0806,358.9716,0,U,1361,999,21658,-.9699792E-4,.8E-7,0
TEMPSAT 1,1965-065E,2026-08-23T16:28:59.716992,13.33597319,.00715144,90.0016,212.5996,59.9245,113.7944,0,U,1512,999,96904,.70186912E-4,.45E-6,0
CALSPHERE 4A,1965-065H,2026-08-23T23:29:50.105760,13.36288217,.00679142,89.8946,121.8138,272.8168,98.3792,0,U,1520,999,97176,.10130819E-3,.61E-6,0
OPS 5712 (P/L 160),1967-053A,2026-08-23T23:47:20.337504,14.78469862,.00045303,69.9144,231.9958,284.1109,75.9536,0,U,2826,999,7625,.82773018E-3,.5976E-4,0
LES-5,1967-066E,2026-08-23T21:54:04.391712,1.09426293,.00514977,2.7758,94.3863,214.4672,69.8469,0,U,2866,999,13177,0,-.121E-5,0
SURCAL 159,1967-053F,2026-08-23T08:05:29.274432,13.99615685,.00061344,69.9722,216.2275,3.4046,356.7102,0,U,2872,999,1960,.76830534E-4,.59E-6,0
OPS 5712 (P/L 153),1967-053H,2026-08-23T12:10:43.067424,13.96836672,.00048041,69.9762,331.0093,118.0539,242.1053,0,U,2874,999,1619,.3021375E-4,-.11E-6,0
RIGIDSPHERE 2 (LCS 4),1971-067E,2026-08-23T21:40:34.968000,14.37939583,.00599553,87.6245,320.0162,10.4870,349.7564,0,U,5398,999,88361,.12450701E-3,.402E-5,0
OSCAR 7 (AO-7),1974-089B,2026-08-23T20:04:43.001184,12.53699176,.00122612,101.9921,249.7905,4.1018,170.8352,0,U,7530,999,36899,.92573924E-4,-.32E-6,0
STARLETTE,1975-010A,2026-08-23T21:37:29.032608,13.82351511,.02057391,49.8237,197.3155,286.7517,71.0893,0,U,7646,999,60390,-.5153719E-5,-.148E-5,0
LAGEOS 1,1976-039A,2026-08-23T21:15:38.225376,6.38664817,.00446376,109.8117,202.5014,287.7492,88.2680,0,U,8820,999,91746,0,.5E-7,0
PHASE 3B (AO-10),1983-058B,2026-08-22T21:16:39.881280,2.05871966,.59889826,25.9661,208.6277,133.9728,294.5118,0,U,14129,999,29686,0,-.31E-5,0
UOSAT 2 (UO-11),1984-021B,2026-08-23T03:16:47.069760,14.90938260,.00068252,97.8126,199.9939,334.0789,26.0087,0,U,14781,999,26710,.13507628E-3,.1277E-4,0
AJISAI (EGS),1986-061A,2026-08-23T21:49:51.246624,12.44517010,.0011195,50.0101,299.1543,353.0970,54.6169,0,U,16908,999,48882,.18463925E-3,-.71E-6,0
TDRS 3,1988-091B,2026-08-23T04:23:55.359168,1.00267189,.00369197,12.5519,340.5498,353.4925,14.4406,0,U,19548,999,12606,0,-.295E-5,0
COSMOS 1989 (ETALON 1),1989-001C,2026-08-22T03:37:38.546112,2.13156147,.0023381,64.9868,69.9410,217.4074,325.5526,0,U,19751,999,29277,0,.7E-7,0
