OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
CALSPHERE 1,1964-063C,2026-05-27T07:37:48.845280,13.76597597,.00267567,90.2238,71.2786,1.5200,122.4770,0,U,900,999,6855,.65670196E-3,.654E-5,0
CALSPHERE 2,1964-063E,2026-05-27T06:28:30.648288,13.52898571,.00166969,90.2376,75.2915,290.8190,233.6811,0,U,902,999,85343,.77070155E-4,.6E-6,0
LCS 1,1965-034C,2026-05-27T06:27:53.555040,9.89310469,.00125602,32.1388,226.6973,46.9345,313.2202,0,U,1361,999,20781,.60940493E-3,.13E-6,0
TEMPSAT 1,1965-065E,2026-05-27T04:51:52.555104,13.33592794,.00679762,90.0002,212.5908,308.5911,106.5742,0,U,1512,999,95725,.38665729E-4,.28E-6,0
CALSPHERE 4A,1965-065H,2026-05-27T04:44:23.587872,13.36273969,.00703126,89.8969,122.6956,161.0476,326.8351,0,U,1520,999,95990,.22028816E-3,.124E-5,0
OPS 5712 (P/L 160),1967-053A,2026-05-27T06:22:07.775328,14.77372550,.00012565,69.9163,89.5633,260.8230,99.2776,0,U,2826,999,6314,.14617568E-2,.10347E-3,0
LES-5,1967-066E,2026-05-27T03:48:48.849408,1.09425756,.00528548,2.5754,96.9501,213.5523,24.2552,0,U,2866,999,13080,0,-.77E-6,0
SURCAL 159,1967-053F,2026-05-27T03:31:17.443488,13.99597319,.00057177,69.9754,46.1360,164.8008,195.3273,0,U,2872,999,726,.95566257E-4,.86E-6,0
OPS 5712 (P/L 153),1967-053H,2026-05-27T06:50:25.388448,13.96825005,.00095136,69.9717,160.1087,235.2851,124.7360,0,U,2874,999,387,.58962836E-4,.29E-6,0
RIGIDSPHERE 2 (LCS 4),1971-067E,2026-05-27T05:51:59.487264,14.37841814,.00579467,87.6215,344.6290,303.6717,55.8964,0,U,5398,999,87087,.19882399E-3,.628E-5,0
OSCAR 7 (AO-7),1974-089B,2026-05-26T23:53:15.475200,12.53697708,.00123419,101.9906,160.0208,169.8542,245.9406,0,U,7530,999,35786,.1312816E-3,-.25E-6,0
STARLETTE,1975-010A,2026-05-27T04:45:45.623808,13.82350241,.02055776,49.8221,187.4446,353.7019,6.1299,0,U,7646,999,59163,.19223132E-4,-.119E-5,0
LAGEOS 1,1976-039A,2026-05-27T02:16:27.265728,6.38664721,.00446784,109.8029,172.1192,306.7829,60.4593,0,U,8820,999,91179,0,.15E-6,0
PHASE 3B (AO-10),1983-058B,2026-05-27T00:05:30.361632,2.05869153,.60181471,25.8991,223.0784,109.8392,321.8075,0,U,14129,999,29505,0,.156E-5,0
UOSAT 2 (UO-11),1984-021B,2026-05-27T03:29:08.403360,14.90724279,.00061064,97.8045,112.9578,250.4493,109.6066,0,U,14781,999,25399,.12101598E-3,.1132E-4,0
AJISAI (EGS),1986-061A,2026-05-27T06:00:43.471296,12.44516480,.00113422,50.0082,211.7764,127.5120,278.6934,0,U,16908,999,47778,.57078746E-4,-.89E-6,0
TDRS 3,1988-091B,2026-05-27T01:32:22.349184,1.00263966,.0039192,12.6178,341.1464,358.0786,239.3109,0,U,19548,999,12517,0,-.305E-5,0
COSMOS 1989 (ETALON 1),1989-001C,2026-05-27T05:46:54.776064,2.13156029,.0023336,64.9342,72.9114,217.6033,234.0322,0,U,19751,999,29092,0,-.6E-6,0
COSMOS 2024 (ETALON 2),1989-039C,2026-05-25T12:29:56.543712,2.13204601,.00206197,64.9496,311.3160,212.5971,152.7735,0,U,20026,999,28802,0,-.53E-6,0
FLTSATCOM 8 (USA 46),1989-077A,2026-05-26T23:07:01.192800,1.00265028,.0005913,12.4275,351.2933,30.6048,334.9449,0,U,20253,999,26035,0,-.372E-5,0
LUSAT (LO-19),1990-005G,2026-05-27T01:00:28.832832,14.34115734,.00104285,98.8859,168.2641,268.1221,91.8769,0,U,20442,999,89936,.64037633E-4,.132E-5,0
HST,1990-037B,2026-05-27T06:41:41.584128,15.30507738,.00013088,28.4731,223.4468,274.1121,85.9326,0,U,20580,999,78536,.22988149E-3,.7213E-4,0
